,Term,fdr,es,nes
1367,regulation of cell motility (GO:2000145),0.913635353179456,-0.6279554572323821,-1.0196902925164093
1368,endoderm development (GO:0007492),0.9137060170846204,-0.6946788287154445,-1.019512183302303
1369,regulation of androgen receptor signaling pathway (GO:0060765),0.9146904033356388,-0.6442771544577524,-1.0193015759879176
1370,bile acid metabolic process (GO:0008206),0.9184904968077626,-0.6370766848396328,-1.0187806395349002
1371,regulation of megakaryocyte differentiation (GO:0045652),0.9219198796736214,-0.6256872801907832,-1.018275795531599
1372,negative regulation of receptor-mediated endocytosis (GO:0048261),0.9232817398501001,-0.6584627608802649,-1.017860697858361
1373,regulation of fat cell differentiation (GO:0045598),0.9236596852355828,-0.6251371080959786,-1.0177471691413718
1374,neutral amino acid transport (GO:0015804),0.9238565503372449,-0.6499465046080309,-1.0178784752363221
1375,positive regulation of endothelial cell migration (GO:0010595),0.9242287843643607,-0.6296917060395609,-1.0179084932442297
1376,cellular response to chemical stress (GO:0062197),0.9275760747089516,-0.624621250186988,-1.0172366479661017
1377,action potential (GO:0001508),0.9288099074804038,-0.6475999351157055,-1.0170083749839065
1378,regulation of intracellular signal transduction (GO:1902531),0.9293365560595588,-0.6178999443108392,-1.0168680313207648
1379,bicarbonate transport (GO:0015701),0.9303299865400559,-0.6496559570000102,-1.016664077936082
1380,receptor signaling pathway via STAT (GO:0097696),0.9306734226102916,-0.6501280928087104,-1.0165193868098044
1381,regulation of ventricular cardiac muscle cell membrane repolarization (GO:0060307),0.9324937514531376,-0.6702554921695842,-1.0161163263646265
1382,negative regulation of DNA-binding transcription factor activity (GO:0043433),0.932772341031574,-0.6254586043773497,-1.0161763462935032
1383,membrane repolarization during cardiac muscle cell action potential (GO:0086013),0.9369355392781552,0.5635285807282868,1.1797083024764323
1384,cellular response to drug (GO:0035690),0.9380493066074499,-0.660028401621067,-1.0152738159149015
1385,folic acid metabolic process (GO:0046655),0.9387281893629643,-0.6621096186003161,-1.01527651364596
1386,iron ion transport (GO:0006826),0.9392681365071691,-0.6440612375164592,-1.0150232919211482
1387,negative regulation of cellular biosynthetic process (GO:0031327),0.9399089391637802,-0.6454940774689546,-1.0148645880498859
1388,neuron apoptotic process (GO:0051402),0.9413743520599507,-0.6548472597682957,-1.0146089323821679
1389,cellular response to oxidative stress (GO:0034599),0.9438705245730867,-0.622684188107861,-1.0142116917952813
1390,embryonic axis specification (GO:0000578),0.947086720349325,-0.6794255324605877,-1.0136593140109948
1391,regulation of viral transcription (GO:0046782),0.9472421533167018,-0.6373607361041722,-1.0135695524134825
1392,ventricular cardiac muscle cell action potential (GO:0086005),0.9476722720222823,-0.6639153751384547,-1.0136793221936882
1393,positive regulation of programmed cell death (GO:0043068),0.948510186880674,-0.6142531077358476,-1.013341215278403
1394,sensory perception of light stimulus (GO:0050953),0.9521583154005574,-0.643121492169395,-1.0126008939081717
1395,fat cell differentiation (GO:0045444),0.9526289157692227,-0.6395649131795709,-1.0127230212607323
1396,estrogen metabolic process (GO:0008210),0.9527799469092576,-0.652219511609966,-1.0126074670040075
1397,positive regulation of muscle cell differentiation (GO:0051149),0.9555141354759273,-0.6595609451753136,-1.0121143967177637
1398,regulation of transferase activity (GO:0051338),0.9603250332251176,-0.6559351349961219,-1.0114406886996377
1399,CENP-A containing chromatin organization (GO:0061641),0.9611484801808491,0.3874891042053744,1.0
1400,regulation of delayed rectifier potassium channel activity (GO:1902259),0.9611484801808491,0.6150971848273993,1.0
1401,ncRNA export from nucleus (GO:0097064),0.9611484801808491,0.3252868424973925,1.0
1402,regulation of cardiac muscle cell membrane repolarization (GO:0099623),0.9611484801808491,0.5722287392564227,1.0
1403,branched-chain amino acid catabolic process (GO:0009083),0.9611484801808491,0.31360859903332244,1.0
1404,vesicle transport along microtubule (GO:0047496),0.9611484801808491,0.39426894158169656,1.0
1405,peripheral nervous system development (GO:0007422),0.9611484801808491,0.4610605101941333,1.0
1406,negative regulation of osteoblast differentiation (GO:0045668),0.9611484801808491,0.3838199173570017,1.0
1407,NADH dehydrogenase complex assembly (GO:0010257),0.9611484801808491,0.7399546591647955,1.0
1408,inner mitochondrial membrane organization (GO:0007007),0.9611484801808491,0.5560886539127886,1.0
1409,regulation of purine nucleotide metabolic process (GO:1900542),0.9611484801808491,0.2710607697753269,1.0
1410,branched-chain amino acid metabolic process (GO:0009081),0.9611484801808491,0.31360859903332244,1.0
1411,cellular modified amino acid biosynthetic process (GO:0042398),0.9611484801808491,0.3033281215099396,1.0
1412,positive regulation of potassium ion transmembrane transport (GO:1901381),0.9611484801808491,0.51323892031488,1.0
1413,negative regulation of mitotic metaphase/anaphase transition (GO:0045841),0.9611484801808491,0.32051377513030527,1.0
1414,striated muscle contraction (GO:0006941),0.9611484801808491,0.5560934080949979,1.0
1415,mitochondrial ATP synthesis coupled electron transport (GO:0042775),0.9611484801808491,0.5504034428236461,1.0
1416,membrane depolarization during action potential (GO:0086010),0.9611484801808491,0.3474704797184775,1.0
1417,aerobic electron transport chain (GO:0019646),0.9611484801808491,0.5463316769773193,1.0
1418,mitochondrial respiratory chain complex assembly (GO:0033108),0.9611484801808491,0.4183867734625326,1.0
1419,ventricular cardiac muscle tissue morphogenesis (GO:0055010),0.9611484801808491,0.5915646658415183,1.0
1420,negative regulation of protein depolymerization (GO:1901880),0.9611484801808491,0.4497218470097948,1.0
1421,CENP-A containing nucleosome assembly (GO:0034080),0.9611484801808491,0.3874891042053744,1.0
1422,aortic valve morphogenesis (GO:0003180),0.9611484801808491,0.44792260437218573,1.0
1423,in utero embryonic development (GO:0001701),0.9611484801808491,0.6083580018097882,1.0
1424,positive regulation of heart rate (GO:0010460),0.9611484801808491,0.6122348082214213,1.0
1425,glutamine family amino acid metabolic process (GO:0009064),0.9611484801808491,0.25843121051754125,1.0
1426,heart contraction (GO:0060047),0.9611484801808491,0.712751263109367,1.0
1427,microtubule polymerization or depolymerization (GO:0031109),0.9611484801808491,0.47163357886421703,1.0
1428,fatty-acyl-CoA biosynthetic process (GO:0046949),0.9611484801808491,0.4169428642585744,1.0
1429,mitotic recombination (GO:0006312),0.9611484801808491,0.25998436743960984,1.0
1430,regulation of microtubule cytoskeleton organization (GO:0070507),0.9611484801808491,0.3575701391257847,1.0
1431,cardiac atrium morphogenesis (GO:0003209),0.9611484801808491,0.5973730113132764,1.0
1432,actin-myosin filament sliding (GO:0033275),0.9611484801808491,0.559638109340279,1.0
1433,regulation of dendritic spine development (GO:0060998),0.9611484801808491,0.5286000653411764,1.0
1434,long-term memory (GO:0007616),0.9611484801808491,0.40632691595235904,1.0
1435,actomyosin structure organization (GO:0031032),0.9611484801808491,0.3474021416784061,1.0
1436,ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway (GO:0043162),0.9611484801808491,0.2887937453462397,1.0
1437,protein sumoylation (GO:0016925),0.9611484801808491,0.2354256746682568,1.0
1438,RNA modification (GO:0009451),0.9611484801808491,0.28506989748369027,1.0
1439,regulation of carbohydrate catabolic process (GO:0043470),0.9611484801808491,0.271060769775327,1.0
1440,centromere complex assembly (GO:0034508),0.9611484801808491,0.4712011258346315,1.0
1441,spindle assembly checkpoint signaling (GO:0071173),0.9611484801808491,0.32050184282044597,1.0
1442,RNA interference (GO:0016246),0.9611484801808491,0.5287321956563688,1.0
1443,aerobic respiration (GO:0009060),0.9611484801808491,0.49184218560781595,1.0
1444,chromatin remodeling at centromere (GO:0031055),0.9611484801808491,0.4797535816738364,1.0
1445,neural tube closure (GO:0001843),0.9611484801808491,0.3310617991238459,1.0
1446,sister chromatid segregation (GO:0000819),0.9611484801808491,0.3206570321811679,1.0
1447,response to unfolded protein (GO:0006986),0.9611484801808491,0.2636306041068833,1.0
1448,chordate embryonic development (GO:0043009),0.9611484801808491,0.37588917272407696,1.0
1449,neuron migration (GO:0001764),0.9611484801808491,0.3750460452196588,1.0
1450,regulation of heart contraction (GO:0008016),0.9611484801808491,0.39650884825759114,1.0
1451,cardiac muscle contraction (GO:0060048),0.9611484801808491,0.7789846945561169,1.0
1452,mitotic sister chromatid segregation (GO:0000070),0.9611484801808491,0.19939509353646223,1.0
1453,positive regulation of transcription initiation from RNA polymerase II promoter (GO:0060261),0.9611484801808491,0.7787861687385106,1.0
1454,protein mannosylation (GO:0035268),0.9611484801808491,0.6408742952564042,1.0
1455,DNA replication-independent nucleosome assembly (GO:0006336),0.9611484801808491,0.3694699784154163,1.0
1456,mitotic spindle assembly checkpoint signaling (GO:0007094),0.9611484801808491,0.32050184282044597,1.0
1457,muscle filament sliding (GO:0030049),0.9611484801808491,0.559638109340279,1.0
1458,mitochondrial respiratory chain complex I assembly (GO:0032981),0.9611484801808491,0.7399546591647955,1.0
1459,cardiac muscle tissue morphogenesis (GO:0055008),0.9611484801808491,0.6683384098688869,1.0
1460,response to ATP (GO:0033198),0.9611484801808491,0.3857775320753685,1.0
1461,regulation of JUN kinase activity (GO:0043506),0.9611484801808491,0.41044236114680904,1.0
1462,regulation of calcium ion transmembrane transport (GO:1903169),0.9611484801808491,0.4849682919607818,1.0
1463,metallo-sulfur cluster assembly (GO:0031163),0.9611484801808491,0.3281257406196999,1.0
1464,regulation of striated muscle contraction (GO:0006942),0.9611484801808491,0.3836519248703285,1.0
1465,histone deubiquitination (GO:0016578),0.9611484801808491,0.3341026690987605,1.0
1466,positive regulation of dendritic spine development (GO:0060999),0.9611484801808491,0.5061378010749864,1.0
1467,positive regulation of protein binding (GO:0032092),0.9611484801808491,0.33367128991364003,1.0
1468,negative regulation of G0 to G1 transition (GO:0070317),0.9611484801808491,0.26720059601415524,1.0
1469,"mitochondrial electron transport, NADH to ubiquinone (GO:0006120)",0.9611484801808491,0.7431264057298292,1.0
1470,tube closure (GO:0060606),0.9611484801808491,0.36021450546117506,1.0
1471,cardiac muscle cell differentiation (GO:0055007),0.9611484801808491,0.8173814416497657,1.0
1472,"regulation of alternative mRNA splicing, via spliceosome (GO:0000381)",0.9611484801808491,0.19203043542411352,1.0
1473,"Wnt signaling pathway, calcium modulating pathway (GO:0007223)",0.9611484801808491,0.268845261763637,1.0
1474,regulation of voltage-gated calcium channel activity (GO:1901385),0.9611484801808491,0.7041466472980388,1.0
1475,mitotic spindle checkpoint signaling (GO:0071174),0.9611484801808491,0.32050184282044597,1.0
1476,"positive regulation of DNA-templated transcription, initiation (GO:2000144)",0.9611484801808491,0.6581414338593848,1.0
1477,positive regulation of heart contraction (GO:0045823),0.9611484801808491,0.5803627270601318,1.0
1478,sulfur compound transport (GO:0072348),0.9616261245783163,-0.6386704413396137,-1.011201518196613
1479,regulation of programmed cell death (GO:0043067),0.9635510928285628,-0.6138758133653907,-1.0108837688551653
1480,muscle cell differentiation (GO:0042692),0.9662214366629072,-0.6447696894209837,-1.0102928217216947
1481,regulation of establishment of protein localization (GO:0070201),0.9664627701011622,-0.6354794597547356,-1.0104280432545465
1482,negative regulation of ERBB signaling pathway (GO:1901185),0.9664862148379463,-0.6344906619202028,-1.0103421211823498
1483,regulation of cell-cell adhesion (GO:0022407),0.9701948228818071,-0.626737842204717,-1.0094737433736574
1484,steroid biosynthetic process (GO:0006694),0.9704138620101751,-0.6195209757950368,-1.0097225702983745
1485,negative regulation of protein transport (GO:0051224),0.97064657927245,-0.6542081455099398,-1.0095151893967367
1486,positive regulation of cell communication (GO:0010647),0.9711058444198941,-0.6605054096150902,-1.0095400745618934
1487,fat-soluble vitamin metabolic process (GO:0006775),0.9717595491009056,-0.6604200696279405,-1.0090696236086627
1488,positive regulation of growth (GO:0045927),0.9722664792477179,-0.6235009612927523,-1.0090943170978763
1489,negative regulation of neurogenesis (GO:0050768),0.9728781395929069,-0.6469681202645973,-1.008834075621
1490,negative regulation of protein kinase activity (GO:0006469),0.9731082646268029,-0.6130627375147165,-1.008722288329388
1491,regulation of protein transport (GO:0051223),0.973985667079567,-0.6422918004733114,-1.008527386875537
1492,fatty acid oxidation (GO:0019395),0.9739898617478595,-0.6343019228342337,-1.0084408206828364
1493,regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001239),0.9752942066505241,-0.6456526981031208,-1.008173512075859
1494,Rho protein signal transduction (GO:0007266),0.9766782942564671,-0.6425508639996063,-1.0079162553640888
1495,regulation of protein processing (GO:0070613),0.9771359547637126,-0.634299821117347,-1.007783899337119
1496,regulation of autophagosome assembly (GO:2000785),0.9772849596690776,-0.6459796900541602,-1.0067696774990766
1497,positive regulation of DNA biosynthetic process (GO:2000573),0.9773083863672598,-0.6327817938490959,-1.0069606345191215
1498,regulation of cellular component movement (GO:0051270),0.9773843962619487,-0.6448404452742064,-1.0068529567831168
1499,actin filament bundle organization (GO:0061572),0.9774163535230517,-0.6428924700029384,-1.0076652079927633
1500,positive regulation of establishment of protein localization (GO:1904951),0.9775566643603706,-0.6361130378693869,-1.007028244376837
1501,bicellular tight junction assembly (GO:0070830),0.9780517975566613,-0.6442833711835999,-1.0073129751651986
1502,negative regulation of mitochondrion organization (GO:0010823),0.9782516648173267,-0.6295675586236171,-1.0070290081671904
1503,regulation of vesicle-mediated transport (GO:0060627),0.9784158215557697,-0.6325536538924075,-1.0074382227890424
1504,regulation of protein ubiquitination (GO:0031396),0.9787243205062074,-0.6182844319664819,-1.0070587499653376
1505,negative regulation of apoptotic signaling pathway (GO:2001234),0.978755938519625,-0.6198635028865851,-1.0073129811931814
1506,negative regulation of phosphorylation (GO:0042326),0.9789741518912075,-0.6223269949014686,-1.0071094083503742
1507,epithelial cell differentiation (GO:0030855),0.9821825261165428,-0.6155585396214766,-1.005817289802426
1508,lipid catabolic process (GO:0016042),0.9822951327119457,-0.6379141023023649,-1.0057036902885157
1509,cellular response to dsRNA (GO:0071359),0.9823679045262207,-0.6353688116851128,-1.0059962787862275
1510,negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway (GO:1902176),0.9828509159571536,-0.6508054510699003,-1.0058215023298698
1511,negative regulation of intracellular signal transduction (GO:1902532),0.9836949747188655,-0.6107924920779065,-1.0053490973489694
1512,ion transport (GO:0006811),0.9839396716396408,-0.6272211370019756,-1.005409218743696
1513,regulation of vascular endothelial cell proliferation (GO:1905562),0.986089929734483,-0.6590497395369944,-1.0048575550494845
1514,positive regulation of protein autophosphorylation (GO:0031954),0.9865879909365657,-0.6641744004464608,-1.0046940351569462
1515,production of miRNAs involved in gene silencing by miRNA (GO:0035196),0.986644650046224,-0.637890153259421,-1.0048837819340783
1516,positive regulation of cellular protein metabolic process (GO:0032270),0.9895687264691558,-0.6193027318615972,-1.0039561937984767
1517,lamellipodium organization (GO:0097581),0.9896358457619346,-0.64664385156902,-1.004048076277476
1518,phosphate-containing compound metabolic process (GO:0006796),0.9900716827609091,-0.6109115237028673,-1.004183077979626
1519,regulation of wound healing (GO:0061041),0.9902383460662352,-0.626850301900202,-1.0040654019876298
1520,regulation of secretion (GO:0051046),0.9947324332130617,-0.6537524892579787,-1.003076243154712
1521,regulation of intrinsic apoptotic signaling pathway (GO:2001242),0.9950301296951061,-0.6342969844412303,-1.003133549962048
1522,acylglycerol biosynthetic process (GO:0046463),0.9998290799013757,-0.6657934748471054,-1.0022910496799142
1523,endoplasmic reticulum calcium ion homeostasis (GO:0032469),1.0,-0.4174360164251464,-0.629759742452363
1524,ribosomal small subunit assembly (GO:0000028),1.0,-0.542344861961414,-0.8028189231895971
1525,endoplasmic reticulum mannose trimming (GO:1904380),1.0,-0.5573230147533585,-0.8368621040110358
1526,"DNA catabolic process, endonucleolytic (GO:0000737)",1.0,-0.6492449701485578,-0.9982006170829552
1527,mitotic metaphase plate congression (GO:0007080),1.0,-0.27334286572690797,-0.4449224449787148
1528,establishment of epithelial cell polarity (GO:0090162),1.0,-0.5125619085835244,-0.783254228981682
1529,"positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:1900153)",1.0,-0.5023546130357699,-0.7602846780623372
1530,DNA strand elongation involved in DNA replication (GO:0006271),1.0,0.596076349147658,0.850039309171647
1531,ribosomal large subunit assembly (GO:0000027),1.0,-0.6119029736613437,-0.9385172756988198
1532,cell cycle G2/M phase transition (GO:0044839),1.0,-0.2998932145574291,-0.48319195329428194
1533,replication fork processing (GO:0031297),1.0,-0.5235476854274709,-0.82628545336542
1534,neuropeptide signaling pathway (GO:0007218),1.0,-0.5005581864175463,-0.8071462662830882
1535,cellular response to DNA damage stimulus (GO:0006974),1.0,-0.5024735596793984,-0.8201848405993002
1536,cardiac muscle cell action potential (GO:0086001),1.0,0.45223733922233145,0.9637043035590356
1537,response to calcium ion (GO:0051592),1.0,-0.5337487656532359,-0.8580633988978366
1538,neurotrophin TRK receptor signaling pathway (GO:0048011),1.0,-0.5268692483221744,-0.818073586491796
1539,DNA double-strand break processing (GO:0000729),1.0,-0.3571460655590233,-0.5415702105048911
1540,sphingolipid metabolic process (GO:0006665),1.0,-0.43816727052390747,-0.7022915676209288
1541,positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus (GO:1901522),1.0,-0.2642880528388811,-0.41939919527328373
1542,regulation of amyloid-beta clearance (GO:1900221),1.0,-0.4999488080815679,-0.7900642116757747
1543,L-amino acid transport (GO:0015807),1.0,-0.5771493266970886,-0.9112119407168809
1544,negative regulation of cell aging (GO:0090344),1.0,-0.6325197012434082,-0.9429146694809221
1545,"base-excision repair, gap-filling (GO:0006287)",1.0,-0.4110108617903886,-0.6466891406424917
1546,cation transport (GO:0006812),1.0,-0.5642345441396567,-0.9220006322361283
1547,nuclear envelope organization (GO:0006998),1.0,-0.5124979763643405,-0.7867291285101735
1548,regulation of proteasomal protein catabolic process (GO:0061136),1.0,-0.6029101081791277,-0.97040982449516
1549,snRNA transcription by RNA polymerase II (GO:0042795),1.0,-0.27388811918454614,-0.4457111581010989
1550,gene expression (GO:0010467),1.0,-0.4216958350486121,-0.6945825558431808
1551,monosaccharide transmembrane transport (GO:0015749),1.0,-0.538288139775039,-0.7974906437915913
1552,divalent inorganic cation homeostasis (GO:0072507),1.0,-0.3903221490211064,-0.6115601468509808
1553,RNA transport (GO:0050658),1.0,-0.5178904290664276,-0.8356355446198183
1554,cholesterol transport (GO:0030301),1.0,-0.6030090533378523,-0.9643789638939312
1555,cellular response to insulin stimulus (GO:0032869),1.0,-0.5234866991075012,-0.8441934267849475
1556,ventricular septum development (GO:0003281),1.0,-0.40440927342711996,-0.6377459643662577
1557,steroid hormone biosynthetic process (GO:0120178),1.0,-0.6062274442037952,-0.9538316857588217
1558,protein localization to nucleus (GO:0034504),1.0,-0.62054765900199,-0.9969522044029566
1559,regulation of BMP signaling pathway (GO:0030510),1.0,-0.5207365502884431,-0.8350727721192165
1560,mitotic DNA damage checkpoint signaling (GO:0044773),1.0,-0.45394625656113563,-0.728629100473184
1561,chemical synaptic transmission (GO:0007268),1.0,-0.5540538288970975,-0.9014575861284551
1562,lysosome localization (GO:0032418),1.0,-0.6184667435828828,-0.9730437106274525
1563,actin polymerization or depolymerization (GO:0008154),1.0,-0.5763969672839871,-0.917175319487421
1564,protein localization to chromatin (GO:0071168),1.0,-0.568595008283987,-0.8697476520274694
1565,"base-excision repair, AP site formation (GO:0006285)",1.0,-0.5493857060275394,-0.8739920715489902
1566,protein peptidyl-prolyl isomerization (GO:0000413),1.0,-0.6249469281392881,-0.9597727692087719
1567,nucleobase-containing compound catabolic process (GO:0034655),1.0,-0.6216743468575661,-0.9768025328650229
1568,error-prone translesion synthesis (GO:0042276),1.0,-0.5469913634944557,-0.8325838487546989
1569,regulation of organelle assembly (GO:1902115),1.0,-0.5758941983336213,-0.9369207085561839
1570,regulation of Notch signaling pathway (GO:0008593),1.0,-0.6021431166885176,-0.9799722017328385
1571,regulation of protein localization to cell surface (GO:2000008),1.0,-0.608144009492579,-0.956186343414946
1572,ribosomal large subunit biogenesis (GO:0042273),1.0,-0.4640980741076205,-0.7443933909875395
1573,chaperone-mediated protein complex assembly (GO:0051131),1.0,-0.5881333709684786,-0.9256687649859032
1574,organic cation transport (GO:0015695),1.0,-0.4916590165695226,-0.7619997182703878
1575,negative regulation of transforming growth factor beta receptor signaling pathway (GO:0030512),1.0,-0.42469816824183865,-0.6765609076341775
1576,regulation of mitochondrial translation (GO:0070129),1.0,0.2837315752294706,0.7792234634420494
1577,protein-DNA complex assembly (GO:0065004),1.0,-0.47339403019013104,-0.7724657511898672
1578,fibroblast growth factor receptor signaling pathway (GO:0008543),1.0,-0.5385776164100329,-0.8665258296723964
1579,mRNA polyadenylation (GO:0006378),1.0,-0.3346765054401212,-0.5177148468593593
1580,global genome nucleotide-excision repair (GO:0070911),1.0,-0.4053076999493538,-0.6169385614187228
1581,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator (GO:0042771),1.0,-0.5673329686112683,-0.8640451315182022
1582,positive regulation of stress-activated protein kinase signaling cascade (GO:0070304),1.0,-0.5531206142226006,-0.8384730142447256
1583,protein autoprocessing (GO:0016540),1.0,-0.6509645028310338,-1.000259837084726
1584,circulatory system development (GO:0072359),1.0,-0.6039740335157857,-0.9776640520801047
1585,establishment of spindle orientation (GO:0051294),1.0,-0.5321086285558779,-0.8386941976881411
1586,negative regulation of protein modification process (GO:0031400),1.0,-0.5194481777726658,-0.8408457132936621
1587,intermediate filament organization (GO:0045109),1.0,-0.351426972956074,-0.5442394109652412
1588,non-motile cilium assembly (GO:1905515),1.0,-0.357591789239539,-0.5586408259362357
1589,regulation of neurotransmitter secretion (GO:0046928),1.0,-0.6135139603435273,-0.9592465463369311
1590,synaptic vesicle membrane organization (GO:0048499),1.0,-0.3668128432499427,-0.5496231323002321
1591,anterograde trans-synaptic signaling (GO:0098916),1.0,-0.5941851020369965,-0.964891617247458
1592,mRNA processing (GO:0006397),1.0,-0.3261645946107168,-0.5344071728933701
1593,positive regulation of intrinsic apoptotic signaling pathway (GO:2001244),1.0,-0.6175031179820839,-0.9758805059912178
1594,negative regulation of cell motility (GO:2000146),1.0,-0.5873657155237448,-0.9533291446007618
1595,response to estrogen (GO:0043627),1.0,-0.5206106407957198,-0.8195591900867119
1596,peptidyl-threonine modification (GO:0018210),1.0,-0.5359111350907276,-0.8538004681866938
1597,negative regulation of Wnt signaling pathway (GO:0030178),1.0,-0.3780978397679374,-0.61760740171634
1598,maturation of LSU-rRNA (GO:0000470),1.0,-0.4067423299886405,-0.638913366184785
1599,positive regulation of calcium ion transmembrane transporter activity (GO:1901021),1.0,0.3471031441190901,0.8670899233983598
1600,activin receptor signaling pathway (GO:0032924),1.0,-0.5503514686093242,-0.8716763659376133
1601,snRNA transcription (GO:0009301),1.0,-0.27736101380734346,-0.45073619706583756
1602,neural tube development (GO:0021915),1.0,-0.459679100988009,-0.7031477720329601
1603,positive regulation of small molecule metabolic process (GO:0062013),1.0,-0.6134990309834476,-0.9162191522599933
1604,regulation of exit from mitosis (GO:0007096),1.0,-0.6042035363175626,-0.9348808303674391
1605,positive regulation of mRNA processing (GO:0050685),1.0,-0.43734261874137875,-0.6801325163900593
1606,protein-containing complex subunit organization (GO:0043933),1.0,-0.6218348213690401,-0.9971747613167994
1607,regulation of transport (GO:0051049),1.0,-0.578230116262475,-0.9226080594884514
1608,negative regulation of cell migration (GO:0030336),1.0,-0.589248649947912,-0.954204002703628
1609,regulation of regulated secretory pathway (GO:1903305),1.0,-0.45944425479471174,-0.7121990192626405
1610,regulation of macroautophagy (GO:0016241),1.0,-0.5474012037244583,-0.8943324566588271
1611,transcription initiation from RNA polymerase II promoter (GO:0006367),1.0,-0.3358706652436335,-0.5478314317545889
1612,DNA synthesis involved in DNA repair (GO:0000731),1.0,-0.40655860110925823,-0.6446282646700046
1613,peptidyl-lysine modification (GO:0018205),1.0,-0.310311401405758,-0.5048260473463158
1614,plasma membrane bounded cell projection morphogenesis (GO:0120039),1.0,-0.6002102066329811,-0.9601686821904839
1615,striated muscle cell differentiation (GO:0051146),1.0,0.7606639876850788,1.021713069959421
1616,regulation of non-canonical Wnt signaling pathway (GO:2000050),1.0,-0.6085120013541261,-0.9255110323012764
1617,ephrin receptor signaling pathway (GO:0048013),1.0,-0.5258143058023603,-0.8368248772372127
1618,regulation of hematopoietic stem cell differentiation (GO:1902036),1.0,-0.5862565700296894,-0.9392959585832205
1619,regulation of neuron projection arborization (GO:0150011),1.0,-0.41945694130362,-0.6368105345184396
1620,regulation of dendrite morphogenesis (GO:0048814),1.0,-0.3565057013870654,-0.542996286223565
1621,synaptic vesicle transport along microtubule (GO:0099517),1.0,0.4067636530650275,0.7426343359379103
1622,regulation of signal transduction by p53 class mediator (GO:1901796),1.0,-0.42331704405813564,-0.6891442209417595
1623,ameboidal-type cell migration (GO:0001667),1.0,-0.4620541677197817,-0.7335206655626025
1624,positive regulation of release of sequestered calcium ion into cytosol (GO:0051281),1.0,-0.6339081928339854,-0.9966500954524712
1625,histone H2A monoubiquitination (GO:0035518),1.0,-0.3399636910504066,-0.5291109541409555
1626,regulation of dendritic spine morphogenesis (GO:0061001),1.0,-0.5586038086539074,-0.8707375173420696
1627,histone mRNA catabolic process (GO:0071044),1.0,-0.4621802125447597,-0.695295753569892
1628,positive regulation of peptidyl-threonine phosphorylation (GO:0010800),1.0,-0.34381065644909525,-0.5411105137170197
1629,vesicle transport along actin filament (GO:0030050),1.0,-0.5982392355687102,-0.9203920789072273
1630,intracellular pH reduction (GO:0051452),1.0,-0.5106598884143198,-0.8066817576159562
1631,rRNA metabolic process (GO:0016072),1.0,-0.33030292835554254,-0.5340002510250713
1632,regulation of cell communication (GO:0010646),1.0,-0.4046148086195633,-0.6383519715100282
1633,aortic valve development (GO:0003176),1.0,-0.5079392460818599,-0.7957815121201051
1634,outflow tract septum morphogenesis (GO:0003148),1.0,-0.43233617395946256,-0.6866461311437322
1635,negative regulation of protein polymerization (GO:0032272),1.0,-0.5348704789756419,-0.8319081873045128
1636,"DNA-templated transcription, initiation (GO:0006352)",1.0,-0.3244656427654049,-0.5310929731987527
1637,cellular response to radiation (GO:0071478),1.0,-0.591821863714438,-0.9443876966159301
1638,cardiac ventricle morphogenesis (GO:0003208),1.0,-0.3645071166620748,-0.5761741364066607
1639,negative regulation of supramolecular fiber organization (GO:1902904),1.0,-0.4982296334773592,-0.8056853956395571
1640,transcription by RNA polymerase III (GO:0006383),1.0,0.2756014001638488,0.6385415935269846
1641,protein localization to Golgi apparatus (GO:0034067),1.0,-0.553392505047582,-0.8784459094448299
1642,regulation of isotype switching (GO:0045191),1.0,-0.6127031863443557,-0.9218280994068118
1643,actin filament-based transport (GO:0099515),1.0,-0.6041792058727774,-0.9303887518555051
1644,positive regulation of response to cytokine stimulus (GO:0060760),1.0,-0.6388031378961871,-0.9661098229339428
1645,neurotransmitter secretion (GO:0007269),1.0,-0.5532890824522113,-0.8545991157035053
1646,positive regulation of monooxygenase activity (GO:0032770),1.0,-0.6111940484162955,-0.9667625747223112
1647,amino acid import (GO:0043090),1.0,-0.5717031019998994,-0.8797635328007408
1648,cobalamin metabolic process (GO:0009235),1.0,-0.6025190673301734,-0.9181943297345846
1649,determination of left/right symmetry (GO:0007368),1.0,-0.5964275587394368,-0.9253588423814991
1650,cellular response to misfolded protein (GO:0071218),1.0,-0.4869727158389885,-0.7412982421297806
1651,protein localization to centrosome (GO:0071539),1.0,-0.3732842946175193,-0.5829826330595368
1652,transcription elongation from RNA polymerase II promoter (GO:0006368),1.0,-0.5852523848985922,-0.9511715445626038
1653,Golgi to plasma membrane transport (GO:0006893),1.0,-0.3862302088152077,-0.6103487275358738
1654,protein hydroxylation (GO:0018126),1.0,-0.5939808287951485,-0.9131057739542258
1655,heart development (GO:0007507),1.0,-0.48782082335428584,-0.7909050737106587
1656,negative regulation of neuron apoptotic process (GO:0043524),1.0,-0.4958468986820894,-0.8040682710309521
1657,mitotic spindle assembly (GO:0090307),1.0,-0.4326198857155624,-0.6793815632687411
